,Company,Model_name,Model_year,Kilometers,Owner,Transmission,Registration,State,Fuel_Type,Mileage,Fuel_capacity,Seating_capacity,City,Price
877,8,308,2018,34211,0,1,27,1,1,21.4,37,5,3,497799
878,8,422,2020,8416,0,1,18,1,1,21.7,27,5,3,452899
879,8,554,2018,38557,1,0,19,1,1,20.5,35,5,3,476299
880,8,305,2018,92618,0,1,20,1,1,20.9,32,5,3,487099
881,8,46,2020,28613,0,1,63,3,1,21.4,37,5,3,710399
882,8,71,2018,69576,1,1,27,1,2,31.8,60,5,3,475299
883,8,46,2017,45032,0,1,280,13,1,21.4,37,5,3,547899
884,4,278,2016,72477,0,1,53,3,1,18.9,43,5,3,434199
885,8,51,2017,47400,1,1,63,3,1,21.4,37,5,3,520599
886,8,51,2017,53807,0,1,18,1,1,21.4,37,5,3,566299
887,8,563,2021,36951,0,1,285,13,1,19.0,45,6,3,989299
888,8,412,2021,9620,0,1,25,1,1,18.5,48,5,3,941799
889,4,145,2018,41223,0,1,21,1,0,19.7,60,5,3,952199
890,12,167,2021,10233,0,0,70,3,1,16.4,50,5,3,1465799
891,4,150,2019,15440,0,1,285,13,1,15.3,55,5,3,1103599
892,8,20,2017,48441,0,1,18,1,1,24.1,35,5,3,360699
893,8,9,2019,17149,0,1,18,1,1,24.7,35,5,3,339499
894,8,458,2019,48284,0,1,60,3,1,22.0,37,5,3,554599
895,8,51,2019,53447,0,1,19,1,1,21.4,37,5,3,650199
896,4,257,2020,16160,0,0,83,3,1,21.0,37,5,3,707199
897,8,46,2016,45729,0,1,18,1,1,21.4,37,5,3,522299
898,8,9,2019,58321,0,1,63,3,2,24.7,35,5,3,328899
899,4,578,2014,88737,1,1,63,3,1,19.1,43,5,3,373599
900,8,458,2018,93871,0,1,20,1,1,22.0,37,5,3,507899
901,8,536,2019,22050,0,1,280,13,0,24.3,48,5,3,882899
902,2,188,2019,14294,0,1,20,1,1,16.3,52,5,3,846299
903,8,46,2018,50893,0,1,63,3,1,21.4,37,5,3,551599
904,8,46,2018,51337,0,1,27,1,1,21.4,37,5,3,540199
905,3,33,2014,93023,0,1,19,1,1,18.0,35,5,3,419899
906,8,46,2018,39423,0,1,16,1,1,21.4,37,5,3,550549
907,8,458,2018,53724,0,1,21,1,1,22.0,37,5,3,539099
908,4,352,2018,27933,0,1,16,1,1,20.3,35,5,3,509899
909,14,300,2018,76644,0,0,25,1,0,21.4,50,5,3,1086599
910,8,17,2019,17811,0,1,23,1,1,24.1,35,5,3,404969
911,8,46,2015,73790,0,1,21,1,1,21.4,37,5,3,498399
912,14,300,2018,67729,1,0,63,3,0,21.4,50,5,3,1124899
913,8,419,2020,57636,0,1,74,3,1,21.7,27,5,3,411499
914,8,22,2021,12426,0,1,63,3,1,22.1,35,5,3,391199
915,2,189,2017,39340,1,0,66,3,1,15.6,52,5,3,697599
916,4,144,2018,40671,1,0,74,3,0,17.0,55,5,3,1311499
917,8,22,2020,10487,0,1,280,13,1,24.7,35,5,3,368299
918,8,46,2019,26171,0,1,71,3,1,21.4,37,5,3,662699
919,4,279,2017,32864,0,1,26,1,1,19.8,43,5,3,506099
920,4,273,2015,84475,0,1,63,3,1,18.9,43,5,3,430699
921,8,17,2018,40324,0,1,23,1,1,24.1,35,5,3,368899
922,8,46,2019,25639,0,1,63,3,1,21.4,37,5,3,633799
923,8,17,2018,23179,0,1,280,13,1,24.1,35,5,3,390299
924,8,9,2018,41435,0,1,282,13,1,24.7,35,5,3,308399
925,8,17,2017,66997,0,1,66,3,1,24.1,35,5,3,337799
926,4,349,2019,69952,0,0,26,1,1,20.0,35,5,3,494399
927,8,537,2018,31812,1,0,74,3,0,24.3,48,5,3,938899
928,8,22,2020,4690,0,1,20,1,1,24.7,35,5,3,377799
929,4,278,2018,39637,0,1,282,13,1,18.9,43,5,3,500899
930,8,422,2020,20342,1,1,23,1,1,21.7,27,5,3,412099
931,4,258,2021,29011,0,1,58,3,2,17.8,35,5,3,781999
932,8,454,2017,47518,0,1,19,1,1,20.4,42,5,3,448699
933,8,46,2019,45859,0,1,27,1,1,21.4,37,5,3,607099
934,8,46,2017,41029,0,1,74,3,1,21.4,37,5,3,530099
935,8,17,2018,32393,0,1,19,1,1,24.1,35,5,3,372999
936,4,145,2018,77443,0,1,79,3,0,19.7,60,5,3,961499
937,8,306,2017,28410,0,0,281,13,1,20.9,32,5,3,512299
938,4,278,2016,74938,0,1,19,1,1,18.9,43,5,3,453199
939,8,453,2018,42580,0,1,21,1,1,22.0,37,5,3,500699
940,16,380,2017,46133,0,0,294,13,1,17.2,45,5,3,688399
941,4,208,2016,66930,0,1,25,1,1,18.6,45,5,3,582099
942,8,9,2018,24990,0,1,23,1,1,24.7,35,5,3,342599
943,8,419,2021,12349,0,1,19,1,1,21.7,27,5,3,439099
944,4,140,2018,23571,0,1,22,1,1,15.3,60,5,3,989499
945,8,535,2020,13779,0,1,16,1,1,17.0,48,5,3,851399
946,4,258,2021,33134,0,1,80,3,2,17.8,35,5,3,754599
947,4,208,2017,50347,1,1,25,1,1,18.6,45,5,3,615629
948,8,46,2018,39903,1,1,25,1,1,21.4,37,5,3,541699
949,8,27,2021,8617,0,1,20,1,1,22.0,35,5,3,416499
950,7,443,2021,14445,1,1,291,13,0,15.0,60,7,3,1786599
951,8,458,2014,79066,0,1,22,1,1,20.4,42,5,3,392299
952,8,15,2016,91467,0,1,63,3,2,32.3,60,4,3,333399
953,4,581,2015,36353,0,1,63,3,1,19.1,43,5,3,453599
954,4,208,2017,60259,0,1,282,13,1,18.6,45,5,3,686299
955,4,141,2015,49818,0,1,19,1,1,15.3,60,5,3,781199
956,4,278,2017,34913,0,1,26,1,1,18.9,43,5,3,489899
957,8,46,2016,22763,0,1,26,1,1,21.4,37,5,3,536899
958,8,52,2017,64182,1,0,63,3,1,19.6,37,5,3,551299
959,4,139,2018,38406,0,0,63,3,0,17.0,60,5,3,1270199
960,8,308,2018,45876,0,1,26,1,1,21.4,37,5,3,503599
961,8,538,2019,31588,0,0,26,1,0,24.3,48,5,3,933499
962,8,23,2021,21829,0,1,53,3,2,31.5,60,4,3,487099
963,14,360,2022,10412,0,1,63,3,0,21.1,44,5,3,1207299
964,8,458,2014,35393,0,1,63,3,1,20.4,42,5,3,451199
965,8,71,2018,99421,0,1,19,1,2,31.8,60,5,3,475199
966,8,458,2015,62969,0,1,299,13,1,20.4,42,5,3,393299
967,8,19,2017,67975,0,0,59,3,1,24.1,35,5,3,308299
968,4,220,2017,47168,0,1,281,13,1,18.6,45,5,3,587899
969,8,9,2018,22060,0,1,20,1,1,24.7,35,5,3,342599
970,8,458,2015,34436,0,1,19,1,1,20.4,42,5,3,425499
971,8,551,2017,18705,0,1,27,1,1,20.5,35,5,3,415599
972,3,547,2017,59583,0,1,14,1,1,17.5,40,5,3,642599
973,4,499,2021,6005,0,1,300,13,1,17.5,45,5,3,934399
974,8,238,2019,20426,0,1,24,1,1,19.0,45,7,3,993099
975,8,422,2020,13523,1,1,19,1,1,21.7,27,5,3,437699
976,8,305,2018,34337,0,1,300,13,1,20.9,32,5,3,458199
977,8,305,2018,29535,0,1,56,3,1,20.9,32,5,3,482099
978,8,453,2018,33878,0,1,21,1,1,22.0,37,5,3,545299
979,8,458,2015,60643,0,1,18,1,1,20.4,42,5,3,415499
980,16,471,2018,75073,0,0,19,1,0,16.7,71,5,3,1941699
981,2,188,2017,38524,0,1,63,3,1,15.6,52,5,3,716999
982,4,279,2014,66283,0,1,280,13,1,18.9,43,5,3,373199
983,8,46,2016,51070,0,1,26,1,1,21.4,37,5,3,516499
984,4,144,2018,39372,0,0,63,3,0,17.0,55,5,3,1265799
985,4,278,2017,18128,0,1,63,3,1,18.9,43,5,3,477220
986,8,9,2017,20364,0,1,23,1,1,24.7,35,5,3,308299
987,8,53,2021,14602,0,0,83,3,1,19.6,37,5,3,917399
988,8,53,2021,9468,0,0,14,1,1,19.6,37,5,3,948799
989,8,9,2018,19169,1,1,23,1,1,24.7,35,5,3,328699
990,4,258,2021,8463,0,1,26,1,2,17.8,35,5,3,785899
991,8,551,2018,20567,0,1,21,1,1,20.5,35,5,3,444999
992,8,46,2019,43970,0,1,14,1,1,21.4,37,5,3,616499
993,4,278,2016,47947,0,1,26,1,1,18.9,43,5,3,432799
994,4,279,2014,47940,0,1,26,1,1,18.9,43,5,3,429699
995,8,26,2019,23009,0,1,280,13,1,24.7,35,5,3,398699
996,8,176,2017,24577,0,0,24,1,0,28.4,37,5,3,689599
997,4,220,2017,85249,1,1,282,13,1,18.6,45,5,3,547699
998,12,167,2021,10821,0,0,25,1,1,16.4,50,5,3,1438299
999,12,331,2019,7124,0,1,21,1,1,23.0,28,5,3,388499
1000,4,279,2017,18042,0,1,26,1,1,19.8,43,5,3,479899
1001,4,220,2015,85812,0,1,27,1,1,18.6,45,5,3,493599
1002,8,46,2016,50160,0,1,23,1,1,21.4,37,5,3,511599
1003,14,437,2021,12819,0,1,63,3,0,16.1,50,7,3,1631999
1004,3,549,2018,38264,1,1,63,3,1,17.5,40,5,3,721649
1005,8,46,2019,46520,0,1,16,1,1,21.4,37,5,3,606199
1006,3,112,2017,27601,0,0,21,1,1,18.0,40,5,3,1034199
1007,4,144,2018,57801,1,0,282,13,0,17.0,55,5,3,1222199
1008,8,9,2018,32198,0,1,74,3,1,24.7,35,5,3,338599
1009,8,72,2018,57050,1,1,27,1,2,30.5,60,5,3,456299
1010,8,545,2020,28347,0,1,294,13,1,18.7,48,5,3,953399
1011,4,286,2018,31410,0,1,15,1,1,19.8,43,5,3,497499
1012,8,46,2016,48599,0,1,20,1,1,21.4,37,5,3,522119
1013,4,278,2019,43686,0,1,81,3,2,20.0,43,5,3,520599
1014,8,9,2018,18657,0,1,21,1,1,24.7,35,5,3,340699
1015,3,58,2012,42401,0,1,63,3,1,18.9,35,5,3,303799
1016,8,421,2020,64776,0,1,60,3,2,31.2,55,4,3,415699
1017,8,172,2017,49507,1,1,26,1,1,21.2,37,5,3,554199
1018,8,97,2015,70882,0,1,63,3,1,20.7,43,5,3,572999
1019,13,388,2021,10439,0,0,14,1,1,16.2,55,5,3,1185549
1020,8,465,2014,56991,0,1,20,1,1,18.6,42,5,3,449399
1021,8,13,2018,31678,0,1,280,13,1,24.7,35,5,3,344399
1022,8,448,2013,82847,1,1,285,13,1,19.1,42,5,3,342899
1023,8,17,2018,42319,0,1,52,3,1,24.1,35,5,3,348599
1024,4,207,2017,84581,0,1,25,1,1,18.6,45,5,3,570699
1025,8,172,2019,17257,0,1,282,13,1,21.2,37,5,3,687599
1026,8,17,2012,67374,0,1,27,1,1,20.2,35,5,3,217599
1027,4,141,2016,19702,1,1,19,1,1,15.3,60,5,3,875699
1028,8,46,2019,43915,1,1,24,1,1,21.4,37,5,3,599499
1029,4,208,2017,89784,0,1,63,3,2,18.6,45,5,3,647299
1030,4,283,2016,62890,0,1,63,3,1,18.9,43,5,3,479699
1031,4,279,2017,32283,0,1,280,13,1,19.8,43,5,3,475399
1032,4,202,2019,33034,0,1,16,1,1,20.0,40,5,3,651199
1033,8,453,2015,41311,1,1,74,3,1,20.9,42,5,3,448699
1034,8,9,2018,29741,0,1,21,1,1,24.7,35,5,3,317099
1035,8,23,2021,30144,0,1,63,3,2,31.5,60,4,3,480599
1036,8,422,2021,3582,0,1,67,3,1,21.7,27,5,3,492199
1037,8,9,2018,11496,0,1,27,1,1,24.7,35,5,3,342599
1038,4,582,2014,49326,0,1,63,3,1,19.1,43,5,3,415299
1039,8,553,2014,66606,1,1,63,3,1,20.5,35,5,3,319999
1040,3,549,2019,38216,1,1,300,13,1,17.5,40,5,3,789299
1041,3,33,2017,64512,1,1,21,1,1,17.8,35,5,3,510199
1042,8,454,2015,39646,0,1,26,1,1,20.4,42,5,3,426999
1043,4,349,2019,68331,0,0,25,1,1,20.0,35,5,3,468199
1044,4,220,2016,41469,1,1,26,1,1,18.6,45,5,3,546899
1045,8,46,2018,35016,0,1,26,1,1,21.4,37,5,3,545099
1046,8,46,2019,25853,0,1,63,3,1,21.4,37,5,3,633899
1047,8,368,2020,23797,0,1,63,3,1,20.5,32,5,3,573099
1048,8,304,2021,9854,0,0,26,1,1,20.8,32,5,3,810199
1049,8,68,2019,78922,0,1,27,1,1,23.1,35,5,3,445899
1050,8,46,2020,21853,0,1,18,1,1,21.4,37,5,3,703799
1051,8,552,2014,94239,0,1,27,1,2,26.6,35,5,3,319299
1052,4,286,2017,43049,1,1,26,1,1,19.8,43,5,3,443699
1053,8,46,2016,49602,0,1,26,1,1,21.4,37,5,3,497199
1054,12,337,2018,17345,0,1,21,1,1,23.0,28,5,3,370799
1055,8,46,2020,50112,0,1,20,1,1,21.4,37,5,3,652499
1056,8,543,2021,9715,0,1,20,1,1,17.0,48,5,3,967899
1057,8,26,2021,20144,0,1,14,1,1,22.1,35,5,3,388299
1058,15,134,2014,89401,0,0,63,3,1,14.3,55,5,3,877699
1059,8,17,2014,35518,0,1,63,3,1,24.1,35,5,3,320399
1060,4,283,2016,59461,0,1,26,1,1,18.9,43,5,3,432199
1061,4,283,2015,47146,1,1,63,3,1,18.9,43,5,3,443799
1062,4,283,2016,68436,0,1,63,3,1,18.9,43,5,3,428299
1063,8,461,2018,31422,1,1,63,3,1,20.4,42,5,3,515999
1064,4,497,2019,29776,0,1,74,3,0,23.7,45,5,3,887099
1065,14,296,2019,49212,0,1,63,3,0,14.6,50,5,3,1217599
1066,4,220,2017,41544,0,1,78,3,1,18.6,45,5,3,602499
1067,8,406,2014,63460,1,1,63,3,1,18.5,43,5,3,391399
1068,8,46,2019,28702,0,1,286,13,1,21.4,37,5,3,629299
1069,8,12,2017,45286,0,1,280,13,1,24.7,35,5,3,317699
1070,8,46,2018,33088,1,1,80,3,1,21.4,37,5,3,551899
1071,8,46,2017,26920,0,1,282,13,1,21.4,37,5,3,575999
1072,3,550,2018,64774,0,1,282,13,0,25.5,40,5,3,721099
1073,8,46,2018,23667,0,1,19,1,1,21.4,37,5,3,604699
1074,4,350,2019,41584,0,1,23,1,1,20.3,35,5,3,487599
1075,8,17,2018,23827,0,1,21,1,1,24.1,35,5,3,352599
1076,14,486,2019,73620,0,1,21,1,1,23.8,35,5,3,491699
1077,14,360,2021,7082,0,1,282,13,0,21.1,44,5,3,1164899
1078,8,27,2020,8153,0,1,63,3,1,22.0,35,5,3,403999
1079,4,260,2021,4395,0,1,282,13,1,21.0,37,5,3,654899
1080,4,526,2013,84063,1,1,14,1,1,17.0,43,5,3,418399
1081,4,207,2014,54771,1,1,14,1,1,18.6,45,5,3,471899
1082,8,12,2019,13749,0,1,19,1,1,24.7,35,5,3,366599
1083,4,217,2018,44619,1,1,16,1,1,19.8,40,5,3,573199
1084,8,453,2013,53701,0,1,282,13,1,18.6,42,5,3,373999
1085,8,46,2018,20177,0,1,74,3,1,21.4,37,5,3,611099
1086,16,383,2015,39526,0,1,14,1,1,16.5,45,5,3,524199
1087,8,88,2019,20539,0,1,16,1,1,21.6,43,5,3,817599
1088,3,316,2016,62041,0,0,27,1,1,19.0,40,5,3,543099
1089,4,518,2018,23550,0,1,63,3,1,17.4,45,5,3,901499
1090,13,388,2020,16292,1,0,63,3,1,16.2,55,5,3,1055399
1091,14,488,2018,52957,0,0,21,1,1,23.8,35,5,3,543899
1092,8,93,2015,89252,0,1,280,13,1,20.7,43,5,3,505199
1093,7,443,2021,10794,0,1,53,3,0,15.0,60,7,3,1684999
1094,4,207,2015,40969,0,1,21,1,1,18.6,45,5,3,571599
1095,1,403,2021,13153,0,1,63,3,1,21.7,28,5,3,429199
1096,7,478,2019,57567,0,1,282,13,0,18.5,60,7,3,850399
1097,4,287,2017,28590,0,1,27,1,1,19.8,43,5,3,525799
1098,15,132,2017,44929,1,1,14,1,1,16.7,55,5,3,1222799
1099,4,208,2018,88155,0,1,25,1,1,19.8,40,5,3,631999
1100,4,283,2015,53512,0,1,280,13,1,18.9,43,5,3,407849
1101,8,86,2021,10032,0,1,280,13,1,18.6,48,5,3,1034699
1102,3,112,2017,27652,1,0,296,13,1,18.0,40,5,3,972399
1103,8,71,2018,64947,2,1,26,1,2,31.8,60,5,3,450799
1104,3,29,2014,85454,0,1,27,1,1,18.0,35,5,3,374099
1105,4,494,2020,15028,0,1,23,1,1,18.2,45,5,3,1036399
1106,4,220,2014,68195,0,1,26,1,1,18.6,45,5,3,496599
1107,8,553,2017,52936,0,1,77,3,1,20.5,35,5,3,388349
1108,14,4,2020,26416,0,1,27,1,1,18.5,37,5,3,783499
1109,3,320,2020,10537,0,1,280,13,1,17.1,40,5,3,825299
1110,8,408,2020,22781,0,0,74,3,1,18.5,48,5,3,1258199
1111,8,173,2019,21477,0,0,280,13,1,21.2,37,5,3,683199
1112,4,352,2019,29153,0,1,16,1,1,20.3,35,5,3,473499
1113,8,17,2017,41368,1,1,20,1,1,24.1,35,5,3,308249
1114,8,16,2018,83128,0,1,20,1,2,32.3,60,4,3,361699
1115,8,17,2019,17543,0,1,19,1,1,24.1,35,5,3,414399
1116,4,150,2019,12143,0,1,16,1,1,15.3,55,5,3,1247099
1117,4,270,2017,49463,2,1,280,13,1,18.9,43,5,3,424099
1118,3,549,2017,25767,0,1,14,1,1,17.5,40,5,3,748699
1119,8,51,2018,36411,0,1,63,3,1,21.4,37,5,3,633299
1120,14,298,2021,21245,0,1,21,1,0,16.4,50,5,3,1736699
1121,8,46,2019,30626,0,1,74,3,1,21.4,37,5,3,669299
1122,8,467,2018,21779,0,1,27,1,1,22.0,37,5,3,677199
1123,8,465,2015,46000,0,1,21,1,1,19.1,42,5,3,427199
1124,4,214,2015,43969,0,1,26,1,1,18.6,45,5,3,510699
1125,8,46,2020,12502,0,1,70,3,1,21.4,37,5,3,720799
1126,8,46,2020,20059,0,1,63,3,1,21.4,37,5,3,720799
1127,4,141,2016,75256,0,1,20,1,1,15.3,60,5,3,816299
1128,14,364,2018,70104,0,0,74,3,0,17.9,44,5,3,737899
1129,4,220,2017,37323,0,1,26,1,1,18.6,45,5,3,597999
1130,12,336,2019,35525,1,1,70,3,1,25.0,28,5,3,337599
1131,8,12,2016,42586,0,1,282,13,1,24.7,35,5,3,299899
1132,8,552,2018,82470,0,1,23,1,2,26.6,35,5,3,439699
1133,14,486,2021,27497,0,1,74,3,1,23.8,35,5,3,607499
1134,8,9,2016,69179,0,1,66,3,1,24.7,35,5,3,268899
1135,15,311,2018,28300,0,0,14,1,1,10.8,65,7,3,1885299
1136,4,141,2016,76840,2,1,282,13,1,15.3,60,5,3,770999
1137,8,453,2014,54460,2,1,26,1,1,18.6,42,5,3,338499
1138,3,316,2017,26995,0,0,21,1,1,19.0,40,5,3,686999
1139,8,46,2019,31936,1,1,65,3,1,21.4,37,5,3,563199
1140,8,413,2018,67477,0,1,26,1,0,24.0,48,5,3,683599
1141,4,260,2020,16261,0,1,26,1,1,21.0,37,5,3,636199
1142,8,51,2018,30266,1,1,24,1,1,21.4,37,5,3,574299
1143,8,88,2019,29458,0,1,282,13,1,21.6,43,5,3,856899
1144,8,454,2016,57873,1,1,24,1,1,20.4,42,5,3,413199
1145,8,12,2017,18229,0,1,70,3,1,24.7,35,5,3,325499
1146,14,362,2021,17742,0,0,21,1,1,17.0,44,5,3,1055899
1147,8,412,2021,17888,0,1,300,13,1,18.5,48,5,3,1000699
1148,8,172,2017,31712,0,1,27,1,1,21.2,37,5,3,654399
1149,8,51,2016,52723,0,1,21,1,1,21.4,37,5,3,513799
1150,10,292,2019,33925,0,0,18,1,1,14.0,60,5,3,1630099
1151,8,307,2018,8702,0,1,26,1,1,20.9,32,5,3,463299
1152,1,398,2018,22766,1,0,21,1,1,23.0,28,5,3,392199
1153,12,334,2018,37424,0,0,280,13,1,24.0,28,5,3,336099
1154,3,33,2014,45525,0,1,14,1,1,18.0,35,5,3,463999
1155,4,214,2016,52830,0,1,298,13,1,18.6,45,5,3,511849
1156,3,58,2013,52280,0,1,21,1,1,18.9,35,5,3,316099
1157,4,492,2019,16373,0,0,63,3,1,18.2,45,5,3,1129599
1158,4,496,2020,25071,1,1,56,3,1,18.2,45,5,3,1006699
1159,8,460,2018,57153,0,0,63,3,1,22.0,37,5,3,623399
1160,10,294,2019,52559,1,1,63,3,0,17.4,60,5,3,1308699
1161,4,283,2014,63096,0,1,66,3,1,18.9,43,5,3,399099
1162,8,172,2019,18604,0,1,24,1,1,21.2,37,5,3,717099
1163,4,604,2012,62860,1,0,14,1,1,17.0,35,5,3,325399
1164,4,146,2017,49469,1,0,16,1,1,15.3,60,5,3,1048299
1165,3,32,2017,46732,0,1,22,1,1,23.7,48,5,3,458599
1166,4,280,2016,93624,0,0,26,1,1,18.9,43,5,3,417899
1167,8,458,2013,56871,1,1,23,1,1,18.6,42,5,3,392199
1168,8,86,2020,18634,0,1,61,3,1,18.6,48,5,3,1032499
1169,8,46,2020,19380,0,1,282,13,1,21.4,37,5,3,719699
1170,8,172,2019,70982,0,1,280,13,1,21.2,37,5,3,608899
1171,4,220,2017,28911,0,1,21,1,1,18.6,45,5,3,623599
1172,8,90,2017,10586,0,1,26,1,1,20.7,43,5,3,735699
1173,8,9,2016,25105,0,1,63,3,1,24.7,35,5,3,303099
1174,4,217,2018,31960,1,1,27,1,1,19.8,40,5,3,574099
1175,3,58,2015,96066,0,1,21,1,1,19.4,35,5,3,338299
1176,8,46,2020,20138,0,1,24,1,1,21.4,37,5,3,725599
1177,8,551,2017,16858,0,1,24,1,1,20.5,35,5,3,434799
1178,8,22,2019,26429,0,1,23,1,1,24.7,35,5,3,304099
1179,8,68,2019,33989,1,1,74,3,1,23.1,35,5,3,430299
1180,14,486,2018,63020,0,1,20,1,1,23.8,35,5,3,453899
1181,8,412,2022,1650,0,1,26,1,1,18.5,48,5,3,937099
1182,8,178,2019,31076,0,0,280,13,1,21.2,37,5,3,730749
1183,4,274,2013,79166,0,1,285,13,1,18.9,43,5,3,427099
1184,8,554,2018,24061,1,0,23,1,1,20.5,35,5,3,487899
1185,4,283,2019,37726,1,1,282,13,1,19.8,43,5,3,483399
1186,3,316,2017,73525,1,0,21,1,1,19.0,40,5,3,643399
1187,15,587,2020,45156,0,0,63,3,1,17.8,42,5,3,906299
1188,7,576,2019,91773,0,1,70,3,0,15.1,70,7,3,1253249
1189,3,28,2014,49554,0,1,21,1,1,18.0,35,5,3,398299
1190,4,140,2017,26739,0,1,280,13,1,15.3,60,5,3,919099
1191,8,448,2013,99364,0,1,19,1,1,19.1,42,5,3,373499
1192,8,12,2019,14103,0,1,74,3,1,24.7,35,5,3,340699
1193,8,23,2021,17920,0,1,21,1,2,31.5,60,4,3,469999
1194,3,37,2018,24330,1,1,280,13,1,19.5,35,5,3,697399
1195,8,553,2017,34176,1,1,21,1,1,20.5,35,5,3,382949
1196,8,9,2016,58807,1,1,74,3,1,24.7,35,5,3,273699
1197,1,398,2018,72010,1,0,52,3,1,23.0,28,5,3,364399
1198,4,582,2014,90060,0,1,16,1,1,19.1,43,5,3,404899
1199,8,458,2016,31020,0,1,26,1,1,20.4,42,5,3,463899
1200,4,220,2015,58613,1,1,50,3,1,18.6,45,5,3,509699
1201,4,600,2011,37493,1,1,63,3,1,20.6,35,5,3,229099
1202,4,352,2019,10558,0,1,16,1,1,20.3,35,5,3,528499
1203,8,99,2015,50714,0,1,22,1,1,20.7,43,5,3,686199
1204,14,298,2021,14291,0,1,281,13,0,16.4,50,5,3,1847399
1205,15,240,2014,38255,0,1,21,1,1,16.8,45,5,3,419999
1206,16,377,2018,28361,0,1,26,1,1,18.8,45,5,3,621999
1207,4,140,2018,51678,0,1,63,3,1,15.3,60,5,3,897799
1208,4,279,2015,46613,0,1,16,1,1,18.9,43,5,3,389499
1209,8,9,2019,8469,0,1,21,1,1,24.7,35,5,3,342599
1210,4,601,2015,42141,1,1,63,3,1,19.8,35,5,3,360899
1211,8,46,2020,21463,0,1,279,13,1,21.4,37,5,3,659699
1212,8,172,2017,26426,0,1,24,1,1,21.2,37,5,3,629899
1213,8,467,2020,15138,0,1,51,3,1,23.2,37,5,3,742599
1214,3,34,2019,30185,0,0,14,1,1,18.3,35,5,3,760499
1215,3,111,2020,6924,0,1,280,13,1,17.8,40,5,3,1200799
1216,8,46,2016,40738,0,1,20,1,1,21.4,37,5,3,507299
1217,4,499,2021,12681,0,1,280,13,1,17.5,45,5,3,872599
1218,8,173,2018,42365,0,0,27,1,1,21.2,37,5,3,630199
1219,13,388,2020,54698,0,0,14,1,1,16.2,55,5,3,1050099
1220,2,194,2014,98676,0,1,282,13,1,15.8,52,5,3,481599
1221,8,17,2015,58267,0,1,74,3,1,24.1,35,5,3,305349
1222,4,203,2019,49546,0,1,27,1,1,19.8,40,5,3,704699
1223,8,26,2021,1842,0,1,63,3,1,22.1,35,5,3,422099
1224,8,454,2017,57610,0,1,27,1,1,20.4,42,5,3,421049
1225,15,589,2020,9256,1,0,21,1,1,17.8,42,5,3,972599
1226,3,111,2020,7632,0,1,63,3,1,17.8,40,5,3,1168999
1227,3,32,2019,72250,0,1,280,13,1,19.5,35,5,3,605799
1228,4,529,2016,93496,0,0,50,3,1,17.0,43,5,3,706699
1229,3,31,2016,48927,1,0,63,3,1,15.5,35,5,3,509299
1230,10,291,2021,8282,0,0,25,1,1,13.9,60,5,3,1840699
1231,14,4,2020,23603,0,1,27,1,1,18.5,37,5,3,818499
1232,8,551,2018,18451,0,1,23,1,1,20.5,35,5,3,416399
1233,4,152,2019,50353,0,0,63,3,1,13.0,55,5,3,1301599
1234,10,292,2019,11988,0,0,282,13,1,14.0,60,5,3,1580399
1235,8,27,2021,4889,0,1,63,3,1,22.0,35,5,3,407499
1236,4,283,2016,28270,0,1,14,1,1,18.9,43,5,3,471199
1237,12,336,2020,15902,1,1,16,1,1,25.0,28,5,3,365599
1238,8,46,2019,11251,1,1,19,1,1,21.4,37,5,3,630399
1239,4,229,2015,46402,0,1,26,1,1,21.1,32,5,3,281399
1240,10,292,2019,45037,0,0,74,3,1,14.0,60,5,3,1532099
1241,3,104,2017,59333,0,1,63,3,1,17.4,40,5,3,693299
1242,4,153,2020,62128,0,1,285,13,0,22.1,55,5,3,1115399
1243,3,111,2020,16253,0,1,27,1,1,17.8,40,5,3,1251299
1244,15,261,2021,8466,0,0,83,3,1,19.6,37,5,3,876899
1245,3,110,2018,75813,0,0,285,13,1,18.0,40,5,3,1007899
1246,3,34,2021,21765,0,0,22,1,1,18.3,35,5,3,951599
1247,8,9,2017,37367,0,1,20,1,1,24.7,35,5,3,322899
1248,8,172,2017,21503,0,1,66,3,1,21.2,37,5,3,616899
1249,8,51,2017,33015,0,1,282,13,1,21.4,37,5,3,602099
1250,8,453,2014,31511,0,1,21,1,1,18.6,42,5,3,432599
1251,8,46,2019,26392,0,1,21,1,1,21.4,37,5,3,651799
1252,4,207,2015,52391,0,1,26,1,1,18.6,45,5,3,561399
1253,4,279,2017,28246,0,1,14,1,1,19.8,43,5,3,470499
1254,14,4,2020,32106,0,1,60,3,1,18.5,37,5,3,737499
1255,8,19,2016,31102,0,0,282,13,1,24.1,35,5,3,345099
1256,3,104,2014,20770,1,1,21,1,1,17.8,40,5,3,566599
1257,4,613,2014,53483,1,1,22,1,1,18.2,45,5,3,341999
1258,4,210,2018,27166,0,1,15,1,1,18.6,45,5,3,671399
1259,8,79,2016,28598,1,0,26,1,1,21.6,35,5,3,457799
1260,8,458,2013,51491,1,1,74,3,1,18.6,42,5,3,360799
1261,8,454,2017,14863,1,1,16,1,1,20.4,42,5,3,489399
1262,8,366,2021,14256,0,1,26,1,2,33.5,60,5,3,640599
1263,12,331,2019,31621,0,1,63,3,1,23.0,28,5,3,391399
1264,10,292,2020,32463,1,0,63,3,1,14.0,60,5,3,1647099
1265,3,113,2019,40083,0,1,282,13,1,18.0,40,5,3,948199
