,Company,Model_name,Model_year,Kilometers,Owner,Transmission,Registration,State,Fuel_Type,Mileage,Fuel_capacity,Seating_capacity,City,Price
836,Renault,Duster RXS 85 PS,2017,96138,1st Owner,MANUAL,HR-87,HR,Diesel,19.9,50,5,Delhi,608399
837,Maruti,S Cross ZETA 1.3 SHVS,2018,22938,1st Owner,MANUAL,DL-8C,DL,Diesel,24.0,48,5,Delhi,824299
838,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,2018,71854,1st Owner,MANUAL,DL-8C,DL,Diesel,23.0,52,5,Delhi,757399
839,Maruti,Vitara Brezza VDI AMT,2018,79514,1st Owner,AUTOMATIC,HR-26,HR,Diesel,24.3,48,5,Delhi,721299
840,Maruti,Baleno ALPHA DDIS 190,2017,83190,1st Owner,MANUAL,DL-2C,DL,Diesel,27.4,37,5,Delhi,549899
841,Hyundai,GRAND I10 NIOS SPORTZ PETROL,2019,40611,1st Owner,MANUAL,HR-26,HR,Petrol,21.0,37,5,Delhi,612599
842,Maruti,Alto K10 VXI,2019,38921,1st Owner,MANUAL,DL-6C,DL,Petrol,24.1,35,5,Delhi,387399
843,Ford,Ecosport 1.5TITANIUM TDCI,2018,56027,1st Owner,MANUAL,DL-10,DL,Diesel,23.0,52,5,Delhi,712799
844,Maruti,Alto 800 VXI,2017,21719,1st Owner,MANUAL,DL-3C,DL,Petrol,24.7,35,5,Delhi,305199
845,Maruti,Vitara Brezza ZDI + AMT,2018,16165,2nd Owner,AUTOMATIC,HR-51,HR,Diesel,24.3,48,5,Delhi,922299
846,Renault,Duster 85 PS RXE DIESEL ADVENTURE,2015,55669,1st Owner,MANUAL,DL-1C,DL,Diesel,20.5,50,5,Delhi,421799
847,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,2017,62321,1st Owner,AUTOMATIC,UP-32,UP,Diesel,17.0,60,5,Delhi,1044949
848,Tata,NEXON XT1.5,2018,75679,1st Owner,MANUAL,HR-10,HR,Diesel,24.0,44,5,Delhi,694499
849,Maruti,Alto K10 VXI,2018,68078,1st Owner,MANUAL,HR-59,HR,Petrol,24.1,35,5,Delhi,345299
850,Maruti,Baleno ALPHA 1.2 K12,2016,56720,2nd Owner,MANUAL,DL-1C,DL,Petrol,21.4,37,5,Delhi,539099
851,Maruti,Baleno DELTA 1.2 K12,2020,38037,1st Owner,MANUAL,UP-14,UP,Petrol,21.4,37,5,Delhi,682019
852,Maruti,S PRESSO VXI PLUS,2020,48914,1st Owner,MANUAL,HR-11,HR,Petrol,21.7,27,5,Delhi,401399
853,Audi,A6 2.0 TDI TECHNOLOGY,2015,77595,2nd Owner,AUTOMATIC,UP-16,UP,Diesel,17.7,65,5,Delhi,1823299
854,Maruti,Alto 800 LXI,2019,36272,1st Owner,MANUAL,HR-51,HR,Petrol,24.7,35,5,Delhi,341599
855,Maruti,Baleno ZETA 1.2 K12,2017,57684,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,535599
856,Maruti,S Cross ALPHA SHVS,2019,50363,1st Owner,MANUAL,HR-26,HR,Diesel,24.0,48,5,Delhi,990199
857,Hyundai,Elite i20 ASTA 1.2 DUAL TONE,2017,18273,1st Owner,MANUAL,DL-11,DL,Petrol,18.6,45,5,Delhi,700499
858,Ford,Ecosport 1.5TITANIUM TDCI,2018,74204,1st Owner,MANUAL,HR-29,HR,Diesel,23.0,52,5,Delhi,716199
859,Maruti,IGNIS ZETA 1.2 K12,2018,54413,2nd Owner,MANUAL,HR-29,HR,Petrol,21.4,37,5,Delhi,487199
860,Ford,Ecosport 1.5TITANIUM TDCI,2021,23007,1st Owner,MANUAL,UP-16,UP,Diesel,21.7,52,5,Delhi,1067999
861,Maruti,Baleno DELTA 1.2 K12,2020,30874,1st Owner,MANUAL,DL-7C,DL,Petrol,21.4,37,5,Delhi,683499
862,Hyundai,i20 Active 1.2 S,2015,94499,2nd Owner,MANUAL,HR-26,HR,Petrol + CNG,17.2,45,5,Delhi,501299
863,Maruti,S Cross ALPHA SHVS,2018,13730,1st Owner,MANUAL,DL-8C,DL,Diesel,24.0,48,5,Delhi,1115299
864,Ford,Ecosport 1.5 TITANIUM TI VCT,2017,48593,1st Owner,MANUAL,DL-14,DL,Petrol,15.6,52,5,Delhi,675099
865,Maruti,Swift LXI,2018,39759,2nd Owner,MANUAL,HR-35,HR,Petrol,22.0,37,5,Delhi,509799
866,Maruti,Vitara Brezza ZDI,2019,56490,1st Owner,MANUAL,UP-16,UP,Diesel,24.3,48,5,Delhi,839849
867,Maruti,S PRESSO VXI PLUS,2021,9486,1st Owner,MANUAL,HR-26,HR,Petrol,21.7,27,5,Delhi,458399
868,Maruti,Alto K10 VXI,2019,34538,1st Owner,MANUAL,UP-16,UP,Petrol,24.1,35,5,Delhi,398549
869,Hyundai,Elite i20 ASTA 1.2,2017,51393,2nd Owner,MANUAL,DL-12,DL,Petrol,18.6,45,5,Delhi,581699
870,Mahindra,Scorpio S10,2015,44092,1st Owner,MANUAL,DL-7C,DL,Diesel,15.4,60,7,Delhi,920499
871,Hyundai,Elite i20 ASTA 1.2 (O),2017,15902,2nd Owner,MANUAL,HR-26,HR,Petrol,18.6,45,5,Delhi,708699
872,Maruti,Alto K10 VXI,2017,22714,1st Owner,MANUAL,DL-9C,DL,Petrol,24.1,35,5,Delhi,355999
873,Maruti,Alto VXI,2020,18261,1st Owner,MANUAL,HR-49,HR,Petrol,22.0,35,5,Delhi,372399
874,Audi,A3 35TDI PREMIUM,2014,91887,2nd Owner,AUTOMATIC,HR-26,HR,Diesel,20.4,50,5,Delhi,965799
875,Maruti,Celerio VXI CNG,2018,74328,1st Owner,MANUAL,DL-12,DL,Petrol + CNG,31.8,60,5,Delhi,464599
876,Maruti,Alto VXI,2020,42796,1st Owner,MANUAL,HR-54,HR,Petrol,22.0,35,5,Delhi,383399
877,Maruti,IGNIS ZETA 1.2 K12,2018,34211,1st Owner,MANUAL,DL-9C,DL,Petrol,21.4,37,5,Delhi,497799
878,Maruti,S PRESSO VXI PLUS,2020,8416,1st Owner,MANUAL,DL-14,DL,Petrol,21.7,27,5,Delhi,452899
879,Maruti,Wagon R 1.0 VXI AMT,2018,38557,2nd Owner,AUTOMATIC,DL-1C,DL,Petrol,20.5,35,5,Delhi,476299
880,Maruti,IGNIS DELTA 1.2 K12,2018,92618,1st Owner,MANUAL,DL-2C,DL,Petrol,20.9,32,5,Delhi,487099
881,Maruti,Baleno DELTA 1.2 K12,2020,28613,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,710399
882,Maruti,Celerio VXI CNG,2018,69576,2nd Owner,MANUAL,DL-9C,DL,Petrol + CNG,31.8,60,5,Delhi,475299
883,Maruti,Baleno DELTA 1.2 K12,2017,45032,1st Owner,MANUAL,UP-14,UP,Petrol,21.4,37,5,Delhi,547899
884,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2016,72477,1st Owner,MANUAL,HR-10,HR,Petrol,18.9,43,5,Delhi,434199
885,Maruti,Baleno ZETA 1.2 K12,2017,47400,2nd Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,520599
886,Maruti,Baleno ZETA 1.2 K12,2017,53807,1st Owner,MANUAL,DL-14,DL,Petrol,21.4,37,5,Delhi,566299
887,Maruti,XL6 ZETA SHVS,2021,36951,1st Owner,MANUAL,UP-32,UP,Petrol,19.0,45,6,Delhi,989299
888,Maruti,S Cross SIGMA 1.5 SHVS,2021,9620,1st Owner,MANUAL,DL-7C,DL,Petrol,18.5,48,5,Delhi,941799
889,Hyundai,Creta 1.6 SX CRDI,2018,41223,1st Owner,MANUAL,DL-3C,DL,Diesel,19.7,60,5,Delhi,952199
890,Renault,Duster RXZ CVT 1.3 TURBO,2021,10233,1st Owner,AUTOMATIC,HR-36,HR,Petrol,16.4,50,5,Delhi,1465799
891,Hyundai,Creta 1.6 SX VTVT,2019,15440,1st Owner,MANUAL,UP-32,UP,Petrol,15.3,55,5,Delhi,1103599
892,Maruti,Alto K10 VXI OPT,2017,48441,1st Owner,MANUAL,DL-14,DL,Petrol,24.1,35,5,Delhi,360699
893,Maruti,Alto 800 LXI,2019,17149,1st Owner,MANUAL,DL-14,DL,Petrol,24.7,35,5,Delhi,339499
894,Maruti,Swift VXI,2019,48284,1st Owner,MANUAL,HR-19,HR,Petrol,22.0,37,5,Delhi,554599
895,Maruti,Baleno ZETA 1.2 K12,2019,53447,1st Owner,MANUAL,DL-1C,DL,Petrol,21.4,37,5,Delhi,650199
896,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,2020,16160,1st Owner,AUTOMATIC,HR-98,HR,Petrol,21.0,37,5,Delhi,707199
897,Maruti,Baleno DELTA 1.2 K12,2016,45729,1st Owner,MANUAL,DL-14,DL,Petrol,21.4,37,5,Delhi,522299
898,Maruti,Alto 800 LXI,2019,58321,1st Owner,MANUAL,HR-26,HR,Petrol + CNG,24.7,35,5,Delhi,328899
899,Hyundai,Xcent BASE 1.2,2014,88737,2nd Owner,MANUAL,HR-26,HR,Petrol,19.1,43,5,Delhi,373599
900,Maruti,Swift VXI,2018,93871,1st Owner,MANUAL,DL-2C,DL,Petrol,22.0,37,5,Delhi,507899
901,Maruti,Vitara Brezza ZDI,2019,22050,1st Owner,MANUAL,UP-14,UP,Diesel,24.3,48,5,Delhi,882899
902,Ford,Ecosport 1.5 TITANIUM TI VCT,2019,14294,1st Owner,MANUAL,DL-2C,DL,Petrol,16.3,52,5,Delhi,846299
903,Maruti,Baleno DELTA 1.2 K12,2018,50893,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,551599
904,Maruti,Baleno DELTA 1.2 K12,2018,51337,1st Owner,MANUAL,DL-9C,DL,Petrol,21.4,37,5,Delhi,540199
905,Honda,Amaze 1.2 SX MT I VTEC,2014,93023,1st Owner,MANUAL,DL-1C,DL,Petrol,18.0,35,5,Delhi,419899
906,Maruti,Baleno DELTA 1.2 K12,2018,39423,1st Owner,MANUAL,DL-12,DL,Petrol,21.4,37,5,Delhi,550549
907,Maruti,Swift VXI,2018,53724,1st Owner,MANUAL,DL-3C,DL,Petrol,22.0,37,5,Delhi,539099
908,Hyundai,NEW SANTRO SPORTZ 1.1,2018,27933,1st Owner,MANUAL,DL-12,DL,Petrol,20.3,35,5,Delhi,509899
909,Tata,Hexa Varicor 400 XMA,2018,76644,1st Owner,AUTOMATIC,DL-7C,DL,Diesel,21.4,50,5,Delhi,1086599
910,Maruti,Alto K10 VXI,2019,17811,1st Owner,MANUAL,DL-5C,DL,Petrol,24.1,35,5,Delhi,404969
911,Maruti,Baleno DELTA 1.2 K12,2015,73790,1st Owner,MANUAL,DL-3C,DL,Petrol,21.4,37,5,Delhi,498399
912,Tata,Hexa Varicor 400 XMA,2018,67729,2nd Owner,AUTOMATIC,HR-26,HR,Diesel,21.4,50,5,Delhi,1124899
913,Maruti,S PRESSO VXI,2020,57636,1st Owner,MANUAL,HR-51,HR,Petrol,21.7,27,5,Delhi,411499
914,Maruti,Alto LXI,2021,12426,1st Owner,MANUAL,HR-26,HR,Petrol,22.1,35,5,Delhi,391199
915,Ford,Ecosport 1.5 TITANIUM TI VCT AT,2017,39340,2nd Owner,AUTOMATIC,HR-29,HR,Petrol,15.6,52,5,Delhi,697599
916,Hyundai,Creta 1.6 SX AT CRDI,2018,40671,2nd Owner,AUTOMATIC,HR-51,HR,Diesel,17.0,55,5,Delhi,1311499
917,Maruti,Alto LXI,2020,10487,1st Owner,MANUAL,UP-14,UP,Petrol,24.7,35,5,Delhi,368299
918,Maruti,Baleno DELTA 1.2 K12,2019,26171,1st Owner,MANUAL,HR-42,HR,Petrol,21.4,37,5,Delhi,662699
919,Hyundai,Grand i10 MAGNA 1.2 VTVT,2017,32864,1st Owner,MANUAL,DL-8C,DL,Petrol,19.8,43,5,Delhi,506099
920,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT OPT,2015,84475,1st Owner,MANUAL,HR-26,HR,Petrol,18.9,43,5,Delhi,430699
921,Maruti,Alto K10 VXI,2018,40324,1st Owner,MANUAL,DL-5C,DL,Petrol,24.1,35,5,Delhi,368899
922,Maruti,Baleno DELTA 1.2 K12,2019,25639,1st Owner,MANUAL,HR-26,HR,Petrol,21.4,37,5,Delhi,633799
923,Maruti,Alto K10 VXI,2018,23179,1st Owner,MANUAL,UP-14,UP,Petrol,24.1,35,5,Delhi,390299
924,Maruti,Alto 800 LXI,2018,41435,1st Owner,MANUAL,UP-16,UP,Petrol,24.7,35,5,Delhi,308399
925,Maruti,Alto K10 VXI,2017,66997,1st Owner,MANUAL,HR-29,HR,Petrol,24.1,35,5,Delhi,337799
926,Hyundai,NEW SANTRO 1.1 SPORTS AMT,2019,69952,1st Owner,AUTOMATIC,DL-8C,DL,Petrol,20.0,35,5,Delhi,494399
927,Maruti,Vitara Brezza ZDI + AMT,2018,31812,2nd Owner,AUTOMATIC,HR-51,HR,Diesel,24.3,48,5,Delhi,938899
928,Maruti,Alto LXI,2020,4690,1st Owner,MANUAL,DL-2C,DL,Petrol,24.7,35,5,Delhi,377799
929,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2018,39637,1st Owner,MANUAL,UP-16,UP,Petrol,18.9,43,5,Delhi,500899
930,Maruti,S PRESSO VXI PLUS,2020,20342,2nd Owner,MANUAL,DL-5C,DL,Petrol,21.7,27,5,Delhi,412099
931,Hyundai,GRAND I10 NIOS SPORTZ CNG MT,2021,29011,1st Owner,MANUAL,HR-15,HR,Petrol + CNG,17.8,35,5,Delhi,781999
932,Maruti,Swift LXI OPT,2017,47518,1st Owner,MANUAL,DL-1C,DL,Petrol,20.4,42,5,Delhi,448699
933,Maruti,Baleno DELTA 1.2 K12,2019,45859,1st Owner,MANUAL,DL-9C,DL,Petrol,21.4,37,5,Delhi,607099
934,Maruti,Baleno DELTA 1.2 K12,2017,41029,1st Owner,MANUAL,HR-51,HR,Petrol,21.4,37,5,Delhi,530099
935,Maruti,Alto K10 VXI,2018,32393,1st Owner,MANUAL,DL-1C,DL,Petrol,24.1,35,5,Delhi,372999
936,Hyundai,Creta 1.6 SX CRDI,2018,77443,1st Owner,MANUAL,HR-79,HR,Diesel,19.7,60,5,Delhi,961499
937,Maruti,IGNIS DELTA 1.2 K12 AMT,2017,28410,1st Owner,AUTOMATIC,UP-15,UP,Petrol,20.9,32,5,Delhi,512299
938,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2016,74938,1st Owner,MANUAL,DL-1C,DL,Petrol,18.9,43,5,Delhi,453199
939,Maruti,Swift LXI,2018,42580,1st Owner,MANUAL,DL-3C,DL,Petrol,22.0,37,5,Delhi,500699
940,Volkswagen,Polo GT TSI 1.2 PETROL AT,2017,46133,1st Owner,AUTOMATIC,UP-53,UP,Petrol,17.2,45,5,Delhi,688399
941,Hyundai,Elite i20 ASTA 1.2 (O),2016,66930,1st Owner,MANUAL,DL-7C,DL,Petrol,18.6,45,5,Delhi,582099
942,Maruti,Alto 800 LXI,2018,24990,1st Owner,MANUAL,DL-5C,DL,Petrol,24.7,35,5,Delhi,342599
943,Maruti,S PRESSO VXI,2021,12349,1st Owner,MANUAL,DL-1C,DL,Petrol,21.7,27,5,Delhi,439099
944,Hyundai,Creta 1.6 E + VTVT,2018,23571,1st Owner,MANUAL,DL-4C,DL,Petrol,15.3,60,5,Delhi,989499
945,Maruti,Vitara Brezza VXI,2020,13779,1st Owner,MANUAL,DL-12,DL,Petrol,17.0,48,5,Delhi,851399
946,Hyundai,GRAND I10 NIOS SPORTZ CNG MT,2021,33134,1st Owner,MANUAL,HR-81,HR,Petrol + CNG,17.8,35,5,Delhi,754599
947,Hyundai,Elite i20 ASTA 1.2 (O),2017,50347,2nd Owner,MANUAL,DL-7C,DL,Petrol,18.6,45,5,Delhi,615629
948,Maruti,Baleno DELTA 1.2 K12,2018,39903,2nd Owner,MANUAL,DL-7C,DL,Petrol,21.4,37,5,Delhi,541699
949,Maruti,Alto VXI PLUS,2021,8617,1st Owner,MANUAL,DL-2C,DL,Petrol,22.0,35,5,Delhi,416499
950,Mahindra,Scorpio S11,2021,14445,2nd Owner,MANUAL,UP-44,UP,Diesel,15.0,60,7,Delhi,1786599
951,Maruti,Swift VXI,2014,79066,1st Owner,MANUAL,DL-4C,DL,Petrol,20.4,42,5,Delhi,392299
952,Maruti,Alto K10 LXI CNG,2016,91467,1st Owner,MANUAL,HR-26,HR,Petrol + CNG,32.3,60,4,Delhi,333399
953,Hyundai,Xcent S 1.2,2015,36353,1st Owner,MANUAL,HR-26,HR,Petrol,19.1,43,5,Delhi,453599
954,Hyundai,Elite i20 ASTA 1.2 (O),2017,60259,1st Owner,MANUAL,UP-16,UP,Petrol,18.6,45,5,Delhi,686299
955,Hyundai,Creta 1.6 S,2015,49818,1st Owner,MANUAL,DL-1C,DL,Petrol,15.3,60,5,Delhi,781199
956,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2017,34913,1st Owner,MANUAL,DL-8C,DL,Petrol,18.9,43,5,Delhi,489899
957,Maruti,Baleno DELTA 1.2 K12,2016,22763,1st Owner,MANUAL,DL-8C,DL,Petrol,21.4,37,5,Delhi,536899
958,Maruti,Baleno ZETA 1.2 K12 AMT,2017,64182,2nd Owner,AUTOMATIC,HR-26,HR,Petrol,19.6,37,5,Delhi,551299
959,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,2018,38406,1st Owner,AUTOMATIC,HR-26,HR,Diesel,17.0,60,5,Delhi,1270199
960,Maruti,IGNIS ZETA 1.2 K12,2018,45876,1st Owner,MANUAL,DL-8C,DL,Petrol,21.4,37,5,Delhi,503599
961,Maruti,Vitara Brezza ZDI AMT,2019,31588,1st Owner,AUTOMATIC,DL-8C,DL,Diesel,24.3,48,5,Delhi,933499
962,Maruti,Alto LXI CNG,2021,21829,1st Owner,MANUAL,HR-10,HR,Petrol + CNG,31.5,60,4,Delhi,487099
963,Tata,NEXON XZ+ 1.5,2022,10412,1st Owner,MANUAL,HR-26,HR,Diesel,21.1,44,5,Delhi,1207299
964,Maruti,Swift VXI,2014,35393,1st Owner,MANUAL,HR-26,HR,Petrol,20.4,42,5,Delhi,451199
965,Maruti,Celerio VXI CNG,2018,99421,1st Owner,MANUAL,DL-1C,DL,Petrol + CNG,31.8,60,5,Delhi,475199
966,Maruti,Swift VXI,2015,62969,1st Owner,MANUAL,UP-80,UP,Petrol,20.4,42,5,Delhi,393299
967,Maruti,Alto K10 VXI AMT,2017,67975,1st Owner,AUTOMATIC,HR-16,HR,Petrol,24.1,35,5,Delhi,308299
968,Hyundai,Elite i20 SPORTZ 1.2,2017,47168,1st Owner,MANUAL,UP-15,UP,Petrol,18.6,45,5,Delhi,587899
969,Maruti,Alto 800 LXI,2018,22060,1st Owner,MANUAL,DL-2C,DL,Petrol,24.7,35,5,Delhi,342599
970,Maruti,Swift VXI,2015,34436,1st Owner,MANUAL,DL-1C,DL,Petrol,20.4,42,5,Delhi,425499
971,Maruti,Wagon R 1.0 LXI,2017,18705,1st Owner,MANUAL,DL-9C,DL,Petrol,20.5,35,5,Delhi,415599
972,Honda,WR-V 1.2 i-VTEC S MT,2017,59583,1st Owner,MANUAL,DL-10,DL,Petrol,17.5,40,5,Delhi,642599
973,Hyundai,VENUE S MT 1.2 KAPPA,2021,6005,1st Owner,MANUAL,UP-85,UP,Petrol,17.5,45,5,Delhi,934399
974,Maruti,Ertiga ZXI Plus SHVS,2019,20426,1st Owner,MANUAL,DL-6C,DL,Petrol,19.0,45,7,Delhi,993099
975,Maruti,S PRESSO VXI PLUS,2020,13523,2nd Owner,MANUAL,DL-1C,DL,Petrol,21.7,27,5,Delhi,437699
976,Maruti,IGNIS DELTA 1.2 K12,2018,34337,1st Owner,MANUAL,UP-85,UP,Petrol,20.9,32,5,Delhi,458199
977,Maruti,IGNIS DELTA 1.2 K12,2018,29535,1st Owner,MANUAL,HR-13,HR,Petrol,20.9,32,5,Delhi,482099
978,Maruti,Swift LXI,2018,33878,1st Owner,MANUAL,DL-3C,DL,Petrol,22.0,37,5,Delhi,545299
979,Maruti,Swift VXI,2015,60643,1st Owner,MANUAL,DL-14,DL,Petrol,20.4,42,5,Delhi,415499
980,Volkswagen,TIGUAN HIGHLINE A/T,2018,75073,1st Owner,AUTOMATIC,DL-1C,DL,Diesel,16.7,71,5,Delhi,1941699
981,Ford,Ecosport 1.5 TITANIUM TI VCT,2017,38524,1st Owner,MANUAL,HR-26,HR,Petrol,15.6,52,5,Delhi,716999
982,Hyundai,Grand i10 MAGNA 1.2 VTVT,2014,66283,1st Owner,MANUAL,UP-14,UP,Petrol,18.9,43,5,Delhi,373199
983,Maruti,Baleno DELTA 1.2 K12,2016,51070,1st Owner,MANUAL,DL-8C,DL,Petrol,21.4,37,5,Delhi,516499
984,Hyundai,Creta 1.6 SX AT CRDI,2018,39372,1st Owner,AUTOMATIC,HR-26,HR,Diesel,17.0,55,5,Delhi,1265799
985,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2017,18128,1st Owner,MANUAL,HR-26,HR,Petrol,18.9,43,5,Delhi,477220
986,Maruti,Alto 800 LXI,2017,20364,1st Owner,MANUAL,DL-5C,DL,Petrol,24.7,35,5,Delhi,308299
987,Maruti,Baleno ZETA 1.2 K12 CVT,2021,14602,1st Owner,AUTOMATIC,HR-98,HR,Petrol,19.6,37,5,Delhi,917399
988,Maruti,Baleno ZETA 1.2 K12 CVT,2021,9468,1st Owner,AUTOMATIC,DL-10,DL,Petrol,19.6,37,5,Delhi,948799
989,Maruti,Alto 800 LXI,2018,19169,2nd Owner,MANUAL,DL-5C,DL,Petrol,24.7,35,5,Delhi,328699
990,Hyundai,GRAND I10 NIOS SPORTZ CNG MT,2021,8463,1st Owner,MANUAL,DL-8C,DL,Petrol + CNG,17.8,35,5,Delhi,785899
991,Maruti,Wagon R 1.0 LXI,2018,20567,1st Owner,MANUAL,DL-3C,DL,Petrol,20.5,35,5,Delhi,444999
992,Maruti,Baleno DELTA 1.2 K12,2019,43970,1st Owner,MANUAL,DL-10,DL,Petrol,21.4,37,5,Delhi,616499
993,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2016,47947,1st Owner,MANUAL,DL-8C,DL,Petrol,18.9,43,5,Delhi,432799
994,Hyundai,Grand i10 MAGNA 1.2 VTVT,2014,47940,1st Owner,MANUAL,DL-8C,DL,Petrol,18.9,43,5,Delhi,429699
995,Maruti,Alto VXI,2019,23009,1st Owner,MANUAL,UP-14,UP,Petrol,24.7,35,5,Delhi,398699
996,Maruti,Dzire ZDI Plus AMT,2017,24577,1st Owner,AUTOMATIC,DL-6C,DL,Diesel,28.4,37,5,Delhi,689599
997,Hyundai,Elite i20 SPORTZ 1.2,2017,85249,2nd Owner,MANUAL,UP-16,UP,Petrol,18.6,45,5,Delhi,547699
998,Renault,Duster RXZ CVT 1.3 TURBO,2021,10821,1st Owner,AUTOMATIC,DL-7C,DL,Petrol,16.4,50,5,Delhi,1438299
999,Renault,Kwid 1.0 RXT Opt,2019,7124,1st Owner,MANUAL,DL-3C,DL,Petrol,23.0,28,5,Delhi,388499
1000,Hyundai,Grand i10 MAGNA 1.2 VTVT,2017,18042,1st Owner,MANUAL,DL-8C,DL,Petrol,19.8,43,5,Delhi,479899
1001,Hyundai,Elite i20 SPORTZ 1.2,2015,85812,1st Owner,MANUAL,DL-9C,DL,Petrol,18.6,45,5,Delhi,493599
1002,Maruti,Baleno DELTA 1.2 K12,2016,50160,1st Owner,MANUAL,DL-5C,DL,Petrol,21.4,37,5,Delhi,511599
1003,Tata,Safari XM 2.0 KRYOTEC,2021,12819,1st Owner,MANUAL,HR-26,HR,Diesel,16.1,50,7,Delhi,1631999
1004,Honda,WR-V 1.2 i-VTEC VX MT,2018,38264,2nd Owner,MANUAL,HR-26,HR,Petrol,17.5,40,5,Delhi,721649
1005,Maruti,Baleno DELTA 1.2 K12,2019,46520,1st Owner,MANUAL,DL-12,DL,Petrol,21.4,37,5,Delhi,606199
1006,Honda,City ZX CVT,2017,27601,1st Owner,AUTOMATIC,DL-3C,DL,Petrol,18.0,40,5,Delhi,1034199
1007,Hyundai,Creta 1.6 SX AT CRDI,2018,57801,2nd Owner,AUTOMATIC,UP-16,UP,Diesel,17.0,55,5,Delhi,1222199
1008,Maruti,Alto 800 LXI,2018,32198,1st Owner,MANUAL,HR-51,HR,Petrol,24.7,35,5,Delhi,338599
1009,Maruti,Celerio VXI CNG OPT,2018,57050,2nd Owner,MANUAL,DL-9C,DL,Petrol + CNG,30.5,60,5,Delhi,456299
1010,Maruti,Vitara Brezza ZXI+ DUAL TONE,2020,28347,1st Owner,MANUAL,UP-53,UP,Petrol,18.7,48,5,Delhi,953399
1011,Hyundai,Grand i10 SPORTZ O 1.2,2018,31410,1st Owner,MANUAL,DL-11,DL,Petrol,19.8,43,5,Delhi,497499
1012,Maruti,Baleno DELTA 1.2 K12,2016,48599,1st Owner,MANUAL,DL-2C,DL,Petrol,21.4,37,5,Delhi,522119
1013,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2019,43686,1st Owner,MANUAL,HR-83,HR,Petrol + CNG,20.0,43,5,Delhi,520599
1014,Maruti,Alto 800 LXI,2018,18657,1st Owner,MANUAL,DL-3C,DL,Petrol,24.7,35,5,Delhi,340699
1015,Honda,Brio 1.2 S MT I VTEC,2012,42401,1st Owner,MANUAL,HR-26,HR,Petrol,18.9,35,5,Delhi,303799
1016,Maruti,S PRESSO VXI CNG,2020,64776,1st Owner,MANUAL,HR-19,HR,Petrol + CNG,31.2,55,4,Delhi,415699
1017,Maruti,Dzire VXI,2017,49507,2nd Owner,MANUAL,DL-8C,DL,Petrol,21.2,37,5,Delhi,554199
1018,Maruti,Ciaz ZXI,2015,70882,1st Owner,MANUAL,HR-26,HR,Petrol,20.7,43,5,Delhi,572999
1019,Skoda,Rapid 1.0 AMBITION TSI AT,2021,10439,1st Owner,AUTOMATIC,DL-10,DL,Petrol,16.2,55,5,Delhi,1185549
1020,Maruti,Swift ZXI,2014,56991,1st Owner,MANUAL,DL-2C,DL,Petrol,18.6,42,5,Delhi,449399
1021,Maruti,Alto 800 VXI (O),2018,31678,1st Owner,MANUAL,UP-14,UP,Petrol,24.7,35,5,Delhi,344399
1022,Maruti,Swift Dzire VXI,2013,82847,2nd Owner,MANUAL,UP-32,UP,Petrol,19.1,42,5,Delhi,342899
1023,Maruti,Alto K10 VXI,2018,42319,1st Owner,MANUAL,HR-06,HR,Petrol,24.1,35,5,Delhi,348599
1024,Hyundai,Elite i20 ASTA 1.2,2017,84581,1st Owner,MANUAL,DL-7C,DL,Petrol,18.6,45,5,Delhi,570699
1025,Maruti,Dzire VXI,2019,17257,1st Owner,MANUAL,UP-16,UP,Petrol,21.2,37,5,Delhi,687599
1026,Maruti,Alto K10 VXI,2012,67374,1st Owner,MANUAL,DL-9C,DL,Petrol,20.2,35,5,Delhi,217599
1027,Hyundai,Creta 1.6 S,2016,19702,2nd Owner,MANUAL,DL-1C,DL,Petrol,15.3,60,5,Delhi,875699
1028,Maruti,Baleno DELTA 1.2 K12,2019,43915,2nd Owner,MANUAL,DL-6C,DL,Petrol,21.4,37,5,Delhi,599499
1029,Hyundai,Elite i20 ASTA 1.2 (O),2017,89784,1st Owner,MANUAL,HR-26,HR,Petrol + CNG,18.6,45,5,Delhi,647299
1030,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,62890,1st Owner,MANUAL,HR-26,HR,Petrol,18.9,43,5,Delhi,479699
1031,Hyundai,Grand i10 MAGNA 1.2 VTVT,2017,32283,1st Owner,MANUAL,UP-14,UP,Petrol,19.8,43,5,Delhi,475399
